SET_NAME,YEAR,THEME,UNIQUE_PARTS,TOTAL_PARTS,UNIQUENESS
Black Seas Barracuda,2002,Pirates,0,198,0.000000
Robots,2003,Designer Sets,0,16,0.000000
Advent Calendar 2016 Friends,2016,Friends,2,133,0.015038
Left and Right Switches,1974,12V,2,7,0.285714
Dirt Crusher Gearbox with Light,2005,Supplemental,1,4,0.250000
Helicopter Transport,2000,Rock Raiders,0,19,0.000000
Fire Fighter 4 x 4,1994,Fire,0,38,0.000000
The Precious Crystal Mine,2016,Elves,1,170,0.005882
Tundra Tracker,2004,Mission Deep Freeze,4,80,0.050000
Esso Pumps/Sign,1956,Supplemental,0,2,0.000000
Street Sweeper,2007,Traffic,0,11,0.000000
Castle Picture Frame,2002,LEGO Brand Store,0,62,0.000000
Heartlake Shopping Mall,2014,Friends,3,442,0.006787
Brachiosaurus,2001,Dinosaurs,4,15,0.266667
XXL 2000,2006,Basic Set,0,96,0.000000
Rose,2010,Seasonal,0,10,0.000000
Cragger's Fire Striker,2014,Legends of Chima,1,142,0.007042
"Jens, McDonald's #2",2002,Other,4,4,1.000000
Boulder Blaster,2015,Ninjago,0,111,0.000000
Ice Cream Seller,1997,Food & Drink,0,21,0.000000
Shadow ARF Trooper Promotional Polybag,2011,Star Wars Clone Wars,0,5,0.000000
Imperial Assault Carrier,2015,Star Wars Rebels,3,274,0.010949
Road Construction Building Set,2011,Construction,0,62,0.000000
Ferrari 1:17 F430 Challenge,2007,Ferrari,2,182,0.010989
Supplementary Disks,1999,Throwbot Slizer,0,1,0.000000
Advent Calendar 2004 Creator (Day 1) Elf Ornament,2004,Creator,0,11,0.000000
Beach Excursion,2015,Juniors,1,53,0.018868
Advent Calendar 2007 City (Day 20) Dustbin and Shovel,2007,City,0,14,0.000000
"Building Plate 16 x 32, Green",1990,Service Packs,0,1,0.000000
Advent Calendar 2010 Kingdoms (Day 19) - Lion Knight with Spear,2010,Castle,0,6,0.000000
Anakin's Pod Racer,2012,Star Wars Episode 1,0,23,0.000000
Shrieking Shack,2004,Prisoner of Azkaban,5,175,0.028571
Bungalow,1969,Building,1,23,0.043478
Babysitter,2016,Series 16 Minifigures,4,8,0.500000
Tiger Woman,2015,Series 14 Minifigures,5,7,0.714286
Spider-Man: Ghost Rider Team-up,2016,Spider-Man,4,125,0.032000
Scuba / Sub,1999,Throwbot Slizer,3,27,0.111111
10 Traffic Signs,1969,Supplemental,1,9,0.111111
Road Hero,2006,Tiny Turbos,0,28,0.000000
Adventure Camp Bridge,2016,Friends,0,24,0.000000
Hogwarts Express (3rd edition),2010,Harry Potter,4,224,0.017857
LEGO Store Employee,2013,LEGO Brand Store,2,5,0.400000
Baby Zoo,2006,Duplo,4,20,0.200000
Knight's Cycle,2016,Nexo Knights,0,26,0.000000
Central Station,1975,4.5V,0,49,0.000000
5 Plates 4 x 8 (The Building Toy),1966,Supplemental,0,1,0.000000
Precision Shooting,2001,Soccer,1,19,0.052632
Cargo Railway,1996,9V,2,193,0.010363
Conveyor Belt Links,1999,Technic,0,2,0.000000
Plastic Figure - Sir SANTIS (Nestle Promotional),2005,Knights Kingdom II,3,3,1.000000
Tractor,1982,Farm,0,16,0.000000
Mobile Crane and Waggon,1975,4.5V,0,21,0.000000
LEGOLAND Picture Frame - Windsor Edition,2013,Legoland,0,56,0.000000
Halloween Set,2014,Halloween,0,11,0.000000
Vestas Windmill,2008,Town,1,236,0.004237
Racer,1999,Classic Basic,1,7,0.142857
Tow Truck,1982,Expert Builder,0,102,0.000000
Eris' Fire Eagle Flyer,2014,Legends of Chima,0,141,0.000000
"LEGO Store Grand Opening Exclusive Set, Watford, UK",2013,LEGO Brand Store,0,15,0.000000
Bricks'n Motor Set,1969,Basic Set,0,36,0.000000
Thunder Raider,2014,Ninjago,0,140,0.000000
Solar Panel,2010,Supplemental,0,1,0.000000
Z-95 Headhunter,2013,Star Wars Clone Wars,5,188,0.026596
Advent Calendar 2007 City (Day  6) Directional Sign,2007,City,0,11,0.000000
Utility Repair Lift,1989,Traffic,1,55,0.018182
Samurai X Cave Chaos,2016,Ninjago,0,383,0.000000
Granite Grinder,1999,Rock Raiders,1,54,0.018519
Photographer Patrick Parrot,1982,Fabuland,1,5,0.200000
Schoolroom,1982,Homemaker,0,70,0.000000
R2-D2™,2002,Star Wars,0,69,0.000000
Advent Calendar 1998 Classic Basic (Day 21) Red Elf,1998,Classic Basic,0,7,0.000000
"Advent Calendar 2013, Friends (Day 17) - Cell Phone /Music Player Docking Station",2013,Friends,0,7,0.000000
"LEGO Store Grand Opening Exclusive Set, Castleton Square, Indianapolis, IN",2011,LEGO Brand Store,0,10,0.000000
Red Eagle,2003,Orient Expedition,0,26,0.000000
Stand Camera,2001,Studios,0,7,0.000000
Ambulance,1978,Hospital,0,17,0.000000
Stardefender 200,1987,Futuron,1,73,0.013699
LEGO fences with garden gates,1969,Supplemental,0,3,0.000000
Millennium Falcon,2011,Star Wars Episode 4/5/6,1,263,0.003802
Skipper's Flight School,2013,Duplo,0,21,0.000000
Office,1985,Fabuland,0,6,0.000000
AT-ST - Mini,2011,Star Wars Episode 4/5/6,0,29,0.000000
Advent Calendar 2007 Belville (Day 19) Jelly and Ice Cream,2007,Belville,0,7,0.000000
Advent Calendar 2010 City (Day 13) Toy Fire Truck,2010,City,0,10,0.000000
IR Speed Remote Control,2009,Power Functions,0,1,0.000000
Tire Escape,2016,Police,0,41,0.000000
Stylin' Citrus Jewels-n-More,2005,Clikits,3,20,0.150000
Toys 'r Us Lumiere,2016,Other,0,11,0.000000
Mini Digger,2005,Construction,0,25,0.000000
Halloween Pumpkin,2010,Halloween,0,9,0.000000
Doors and Windows,1973,Supplemental,0,12,0.000000
The Village,2016,Minecraft,5,232,0.021552
Imperial Star Destroyer,2014,Star Wars,4,236,0.016949
Advent Calendar 2003 Creator (Day  1) Snowman,2003,Creator,0,13,0.000000
Dark Panther,2008,Exo-Force,1,76,0.013158
Chicago,2017,Skylines,1,81,0.012346
The Leaning Tower of Pisa,2013,Architecture,1,45,0.022222
Gallimimus Trap,2015,Jurassic World,2,24,0.083333
Fright Force,1998,Fright Knights,0,30,0.000000
Mars Exploration,2003,Mindstorms,1,96,0.010417
Compact Tracked Loader,2015,Construction,0,72,0.000000
Excavator,1984,Construction,0,73,0.000000
Vladek Value Pack,2005,Knights Kingdom II,0,2,0.000000
Trail Ranger,1994,Recreation,0,23,0.000000
Beach Racing,2014,Duplo,2,31,0.064516
Rotation Sensor,1999,RCX,0,1,0.000000
Build-A-Rabbit,1992,Easter,0,18,0.000000
"LEGO Store Grand Opening Exclusive Set, Westfield Annapolis, Annapolis, MD",2009,LEGO Brand Store,0,24,0.000000
William Walrus,1984,Fabuland,1,7,0.142857
Locomotive without Motor,1967,4.5V,0,29,0.000000
Tremor Track Infiltration,2014,Ultra Agents,4,94,0.042553
Trade Federation MTT - Mini,2003,Mini,0,49,0.000000
Defense Archer,2000,Knights Kingdom I,0,24,0.000000
Vintage Minifigure Collection Vol. 1 - 2012 Edition,2012,Collectible Minifigures,0,19,0.000000
Church,1958,Town Plan,0,18,0.000000
Ultimate Beast Master,2016,Nexo Knights,1,51,0.019608
LEGO® DIMENSIONS™ Eris Fun Pack,2015,Dimensions,3,48,0.062500
128 MM Connecting Leads (Pack of 3),2002,Technic,0,1,0.000000
Advent Calendar 1999 (Day 24) Santa,1999,Advent Sub-Set,0,10,0.000000
Wind-up Motor,2001,Supplemental,0,26,0.000000
"LEGO Store Grand Opening Exclusive Set, Imagination Center, Orlando, FL",1997,LEGO Brand Store,1,2,0.500000
Copenhagen LEGO Store Magnet [Male],2011,LEGO Brand Store,2,6,0.333333
Ice Cream Cart,1985,Food & Drink,0,19,0.000000
Exo Raider,2003,Power Racers,4,42,0.095238
The Ender Dragon,2014,Minecraft,2,108,0.018519
Garage with Automatic Doors,1971,Building,2,11,0.181818
Jay Nano Mech,2015,Ninjago,0,35,0.000000
Exo-Suit,2014,LEGO Ideas and CUUSOO,1,107,0.009346
Airport,2005,Factory,0,125,0.000000
Advent Calendar 2003 Creator (Day  8) Parrot,2003,Creator,0,8,0.000000
8 Named Beams,1955,Supplemental,3,8,0.375000
Building Stories w/NaNa Bird,2001,Basic Set,1,128,0.007813
Monthly Mini Model Build March 2012 - Garden and Earthworm,2012,Monthly Mini Model Build,0,20,0.000000
Ganrash,2012,Game,0,32,0.000000
Space Accessories,1993,Space,0,14,0.000000
Bricklayer Oscar Orangutan,1985,Fabuland,2,4,0.500000
Turbo Quad,2014,Traffic,0,84,0.000000
Rocky River Retreat,1993,Recreation,1,147,0.006803
Hero Factory Booster Pack,2012,Hero Factory,0,3,0.000000
Plates Red,1998,Service Packs,0,14,0.000000
Jetport Fire Squad,1991,Airport,1,87,0.011494
Pulse,2001,Xalax,2,6,0.333333
Fireman's Car,1978,Fire,0,20,0.000000
Pneumatic Rubber Bands and Pneumatic Tubing,1992,Technic,0,6,0.000000
"Baseplate, Gray",1964,Supplemental,1,1,1.000000
Advent Calendar 2006 City (Day 15) Phone Kiosk,2006,City,0,11,0.000000
Offshore Rig with Fuel Tanker,1977,Gas Station,1,91,0.010989
14-Tooth Beveled Gears (Pack of 100),2002,Technic,0,1,0.000000
Aladdin,2016,Disney,4,6,0.666667
C-3PO™,2001,Star Wars,1,62,0.016129
Red Cross Helicopter,1981,Hospital,1,55,0.018182
FURNO Jet Machine,2014,Hero Factory,1,40,0.025000
Melting Room,2014,The LEGO Movie,1,89,0.011236
Advent Calendar 2004 Creator (Day  2) Plane,2004,Creator,0,10,0.000000
12V Light Bricks,1981,Service Packs,0,1,0.000000
Supply Wagon,1984,Lion Knights,0,26,0.000000
Small Bucket,1993,Basic,1,41,0.024390
Advent Calendar 2014 Star Wars (Day 17) - Hoth Command Center,2014,Star Wars,0,14,0.000000
Idea Book 8889,1984,Technic,1,1,1.000000
Paramedic Unit,1980,Hospital,0,64,0.000000
Calamity Drone,2014,The LEGO Movie Series,4,7,0.571429
Build and Play Box,2012,Basic Set,0,236,0.000000
Moana's Ocean Voyage,2016,Disney Princess,10,159,0.062893
Advent Calendar 2005 City (Day  2) Fire Hydrant Hose Airtanks,2005,City,0,9,0.000000
Cool Carry-All Set,2005,Clikits,5,22,0.227273
McDonald's Sports Set Number 7 - Gray Vest Skateboarder,2004,Gravity Games,3,5,0.600000
"Liftarms & Triangles / Liftarms, Triangles etc.",1995,Technic,0,4,0.000000
"Cross Axles (Sizes 8, 10, 12)",1987,Technic,0,3,0.000000
Speedorz Ramp,2014,Legends of Chima,0,13,0.000000
Pirate Tank,2009,Star Wars Clone Wars,4,118,0.033898
Wild Animals Set,2012,Educational and Dacta,9,50,0.180000
Bastian Schweinsteiger (7),2016,DFB Minifigures,2,6,0.333333
"Mini Antennas, Control Sticks and Antennas",1991,Service Packs,0,14,0.000000
Ferrari F12 Berlinetta,2014,Promotional,2,26,0.076923
Ghost,2001,Xalax,2,6,0.333333
Super Sports Coverage,2000,Soccer,2,102,0.019608
Police Dog Unit,2014,Police,0,143,0.000000
Light Masts,1958,Supplemental,0,2,0.000000
Kronprins Frederik Ferry,1996,Ferries,0,49,0.000000
Advent Calendar 2009 Pirates (Day  6) - Crocodile,2009,Pirates,0,3,0.000000
LEGO Deluxe Starter Set,2006,Basic Set,0,153,0.000000
Crane Grab Assembly,1984,Service Packs,0,3,0.000000
Touch Sensor,2002,Technic,0,1,0.000000
Alpha Team Cruiser,2001,Alpha Team,4,44,0.090909
Extra Bricks Gray,1986,Supplemental,0,11,0.000000
Dunkan Bulk and Vapor,2010,Heroes,0,47,0.000000
Hauler,2009,Construction,0,90,0.000000
Zane DX,2011,Ninjago,6,21,0.285714
Panda's Bamboo,2014,Animals,0,29,0.000000
4.5V Motor Set with Rubber Tracks,1969,Supplemental,0,10,0.000000
Ultimate Lightsaber Duel,2005,Star Wars Episode 3,1,82,0.012195
Ninja Knights,1999,Ninja,0,30,0.000000
Factory With Conveyor Belt,1971,Construction,1,41,0.024390
Jedi Defense I,2002,Star Wars Episode 1,1,22,0.045455
Advent Calendar 2014 City (Day 17) Santa's Sled with Box,2014,City,0,5,0.000000
Blue Power,2002,Drome Racers,0,14,0.000000
Orient Expedition Value Pack with LEGO Backpack (K-Mart Australia Exclusive),2003,Orient Expedition,0,1,0.000000
The Ghost,2014,Star Wars Rebels,10,594,0.016835
Jedi Scout Fighter,2014,Star Wars,10,172,0.058140
Power Functions AAA Battery Box,2011,Power Functions,0,1,0.000000
Town Hall,1979,Fabuland,0,44,0.000000
Police Patrol,1981,Police,0,16,0.000000
Fairy Batman™,2017,Batman,3,8,0.375000
Panrahk - With mini CD-ROM,2003,Rahkshi,1,22,0.045455
Knight's Catapult,2000,Knights Kingdom I,0,35,0.000000
Advent Calendar 2014 Star Wars (Day 1) - Armored Assault Tank (AAT),2014,Star Wars,0,13,0.000000
Advent Calendar 1999 (Day 16) Seaplane,1999,Advent Sub-Set,0,9,0.000000
Snorkel Pumper,1980,Fire,1,48,0.020833
Android Base,1996,Exploriens,5,147,0.034014
Vezok,2006,Piraka,3,25,0.120000
Takeshi Walker 1,2007,Exo-Force,0,22,0.000000
Advent Calendar 2002 Creator (Day  3) Fireplace,2002,Creator,0,5,0.000000
Century Skyway,1994,Airport,1,324,0.003086
Police Station,2011,Duplo,2,36,0.055556
Trade Federation AAT,2000,Star Wars Episode 1,3,65,0.046154
Small House Set,1955,Town Plan,0,9,0.000000
Connectors,1999,Service Packs,0,30,0.000000
SPLITTER Beast vs. FURNO & EVO,2014,Hero Factory,3,51,0.058824
Community Minifigures,2011,Town,0,163,0.000000
Sleepyhead - Complete Set,2012,Series 6 Minifigures,1,6,0.166667
Spyrius Fold-Wing Spacecraft,1996,Spyrius,0,35,0.000000
Surveillance Scooter,1995,Spyrius,0,38,0.000000
The Battle of Naboo,2011,Star Wars Episode 1,0,78,0.000000
Broadside's Brig,1991,Imperial Soldiers,0,45,0.000000
Cinderella's Carriage,2016,Juniors,6,87,0.068966
Enter the Serpent,2015,Ninjago,4,177,0.022599
"60024 Advent Calendar 2013, City (Day 21)",2013,City,0,13,0.000000
Water Plane Chase,2015,Police,0,140,0.000000
Aircraft,2016,Pick A Model,0,10,0.000000
"Advent Calendar 2014, Friends (Day 13) - Sideboard",2014,Friends,0,12,0.000000
Bird,1994,Basic Model,0,7,0.000000
Hospital,1979,Hospital,0,29,0.000000
Ferrari F1 Racer 1:8,2006,Ferrari,1,156,0.006410
Sledge,1998,Arctic,0,19,0.000000
"Plates, Hinges and Turntables",1973,Supplemental,0,6,0.000000
Streetball 2 vs 2 (box with mini basketball),2003,Basketball,0,1,0.000000
CREATOR Strata Red {Red Tub},2003,Basic Set,0,149,0.000000
Slam Dunk Trainer (Kabaya Promotional),2003,Basketball,0,18,0.000000
Challenger Set 350,1998,Classic Basic,0,103,0.000000
Breezeway Cafe,2002,Food & Drink,0,81,0.000000
Mine Loader,2016,Technic,1,98,0.010204
Tarakava,2001,Rahi,0,87,0.000000
Police Pontoon Plane,2008,Police,1,90,0.011111
Holiday Set 1 of 2,2011,Christmas,0,44,0.000000
Space Probe,1999,Space Port,0,19,0.000000
TIE Advanced Prototype,2015,Star Wars Rebels,5,127,0.039370
Advent Calendar 2008 Castle  (Day 4) - White Skeleton with Flail,2008,Castle,0,6,0.000000
Police Patrol,2006,Duplo,0,5,0.000000
Thumbelina,2005,Fairy-Tale,2,27,0.074074
EVO Walker,2014,Hero Factory,0,35,0.000000
Lion Cub's Savannah,2014,Animals,0,34,0.000000
Mickey Mouse and Friends,2012,Duplo,5,49,0.102041
Community Buildings,1984,Town,0,177,0.000000
Blizzard's Peak,2010,World Racers,4,247,0.016194
Battle Droid on STAP,2009,Star Wars Clone Wars,0,21,0.000000
Millennium/Millennia,2000,Throwbot Slizer,3,50,0.060000
Lego Mosaic Cat,2003,Mosaic,0,11,0.000000
Monthly Mini Model Build September 2012 - Owl,2012,Monthly Mini Model Build,0,20,0.000000
Large Gear Wheels,1999,Technic,0,2,0.000000
458 Italia,2012,Ferrari,3,21,0.142857
Airport Cargo Plane,2016,Airport,0,95,0.000000
Anacondrai Crusher,2015,Ninjago,0,108,0.000000
2 x 8 Red Plates,2000,Bulk Bricks,0,1,0.000000
Arachno Pod,2005,X-Pod,0,36,0.000000
Hovercraft,1994,Harbor,0,70,0.000000
Flame Fighters,1994,Fire,2,190,0.010526
Low-Loader with Excavator,1971,Construction,0,42,0.000000
Anakin's Jedi Interceptor,2012,Star Wars Episode 3,5,127,0.039370
Advent Calendar 1998 Classic Basic (Day  7) Helicopter,1998,Classic Basic,0,7,0.000000
Galaxy Commander,1983,Classic Space,0,129,0.000000
Sea Scorpion,1998,Stingrays,0,103,0.000000
Knights' Kingdom Value Pack 8770 and 8771 with Foam Helmet,2004,Knights Kingdom II,0,1,0.000000
Danju (European version without Cards),2004,Knights Kingdom II,0,19,0.000000
Kiina,2009,Glatorian Legends,2,22,0.090909
Axles and Extenders,1998,Technic,0,9,0.000000
Adventure Camp Tree House,2016,Friends,4,251,0.015936
Lighting Device Pack,1957,Supplemental,0,3,0.000000
Bonnie Bunny's Camper,1981,Fabuland,0,21,0.000000
Airport VIP Service,2016,Airport,1,184,0.005435
"Red Roof Bricks Parts Pack, 33 Degree",1980,Supplemental,0,4,0.000000
ATX Sport Cycle,1993,Riding Cycle,0,47,0.000000
Big Bucket of Fun,1998,Classic Basic,0,115,0.000000
Ultimate Space Battle,2005,Star Wars Episode 3,0,152,0.000000
Wizwuz,2014,Series 3,0,31,0.000000
Agile Archer - Team GB Complete Set with Stand and Accessories,2012,Team GB,3,7,0.428571
Covered Wagon,1996,Cowboys,1,38,0.026316
Space & Airport Set,2010,Town,1,324,0.003086
Robo Master,1997,RoboForce,1,121,0.008264
Railway Express with Transformer and Speed Regulator,1999,9V,0,207,0.000000
Advent Calendar 2006 City (Day  9) Computer Desk & Chair,2006,City,0,8,0.000000
Airport Firetruck,2006,Airport,0,78,0.000000
EV3 Expansion Set,2013,EV3,0,143,0.000000
This moments,2015,Friends,0,12,0.000000
2 x 2 Bricks (The Building Toy),1966,Supplemental,0,6,0.000000
Small White Bands (Pack of 24),2002,Service Packs,0,1,0.000000
Mobile Car Crane,1989,Traffic,0,95,0.000000
Pirates Polybag,2004,Pirates,0,5,0.000000
Bounty Hunter Gunship - Mini,2011,Star Wars Clone Wars,0,39,0.000000
Police Chase,1998,Traffic,3,106,0.028302
Control Lab Serial Interface & Adapter,1995,Control Lab,2,2,1.000000
Strakk,2009,Glatorian,3,28,0.107143
Interface Card/Cable for Apple IIe and IIGS,1989,Technic,1,1,1.000000
Road Rebel,1990,Traffic,0,49,0.000000
"T-Junction, Circle (Airport)",1987,Town,0,2,0.000000
Surface Transport,1983,Classic Space,0,20,0.000000
2 x 2 Plates - White (cardboard box version),1963,Supplemental,0,1,0.000000
Monthly Mini Model Build February 2016 - Snow Scooter,2016,Monthly Mini Model Build,0,19,0.000000
Deep Freeze Defender,1993,Ice Planet 2002,1,139,0.007194
Nitro Stunt Bike,2003,Drome Racers,0,40,0.000000
Jungle Boy - Complete Set,2012,Series 7 Minifigures,3,8,0.375000
Desert Racer,2003,Drome Racers,3,23,0.130435
Itchy,2014,The Simpsons,2,5,0.400000
Exxon Fuel Tanker,1984,Station,0,50,0.000000
Supercar,2011,Technic,1,165,0.006061
"LEGO Store Grand Opening Exclusive Set, Crabtree Valley Mall, Raleigh, NC",2009,LEGO Brand Store,0,30,0.000000
Boba Fett's Slave I - Mini (Polybag),2004,Mini,0,18,0.000000
Rally Car,2015,Duplo,1,11,0.090909
Racer,2001,Creator,0,11,0.000000
Tennis Player - Complete Set,2011,Series 3 Minifigures,3,6,0.500000
Snowboard Big Air Comp,2003,Gravity Games,2,48,0.041667
Andrea on the Beach,2012,Friends,0,21,0.000000
Advent Calendar 2010 City (Day 1) Snowman with Broom,2010,City,0,12,0.000000
Bridge Chase,2007,Tiny Turbos,0,211,0.000000
LEGO® DIMENSIONS™ Cragger Fun Pack,2015,Dimensions,3,37,0.081081
Monthly Mini Model Build July 2013 - Crab,2013,Monthly Mini Model Build,0,16,0.000000
Maggie Simpson,2014,The Simpsons,2,4,0.500000
Crab,2005,Designer Sets,0,17,0.000000
T-16 Skyhopper,2015,Star Wars Episode 4/5/6,4,114,0.035088
Andrea's Mountain Hut,2014,Friends,1,56,0.017857
LEGO Star Wars: The Visual Dictionary,2009,Books,2,6,0.333333
Advent Calendar 2000 (Day 13) Boat,2000,Advent Sub-Set,0,8,0.000000
Dual Turbo Prop,2002,Airport,2,20,0.100000
Power Puller,2000,Race,7,156,0.044872
Spark,2000,Throwbot Slizer,3,24,0.125000
LEGO House,2014,LEGO Brand Store,2,45,0.044444
Knight & Catapult,2008,Fantasy Era,0,17,0.000000
Fire Attack Team,2001,Fire,1,54,0.018519
Marsha Queen of the Mermaids,2014,The LEGO Movie Series,4,7,0.571429
Mighty Dinosaurs,2017,Creator,0,76,0.000000
Fire Starter Set,2016,Fire,0,72,0.000000
Doors and Windows,1996,Supplemental,0,6,0.000000
Tarduk,2009,Agori,1,8,0.125000
Lava Falls,2015,Ninjago,2,72,0.027778
Spanish Villa,1971,Building,0,25,0.000000
Cherry Picker,2015,Traffic,0,62,0.000000
Tahu,2001,Toa,0,20,0.000000
Muscle Car,2008,Tiny Turbos,0,19,0.000000
The Dynamic Duo Funhouse Escape,2012,Batman,4,175,0.022857
AT-ST & Snowspeeder - Mini,2003,Mini,2,50,0.040000
"LEGO Store Grand Opening Exclusive Set, Roosevelt Field Mall, Garden City, NY",2010,LEGO Brand Store,0,33,0.000000
My First Build,2012,Duplo,2,45,0.044444
NBA Ultimate Arena,2003,Basketball,8,105,0.076190
"Town Plan - UK, Cardboard box",1962,Town Plan,3,83,0.036145
Raanu,2009,Agori,1,9,0.111111
LEGO Universe Rocket,2010,Universe,1,33,0.030303
Advent Calendar 2004 Creator (Day 7) Angel Ornament,2004,Creator,0,12,0.000000
Jungle Adventures,2015,Friends,0,20,0.000000
Winter Soldier,2015,Avengers,0,1,0.000000
Forest Animals,2014,Creator,0,107,0.000000
Advent Calendar 2008 City (Day 3) Table Cup and Frying Pan,2008,City,0,4,0.000000
Family,1975,Building Set with People,0,38,0.000000
"Battery Tender, Red",1987,Train,0,2,0.000000
Tow Truck,1970,Factory,0,13,0.000000
Crane Truck,1999,Construction,3,130,0.023077
Fishing Boat,2011,Harbor,1,50,0.020000
Small Freestyle Box,1997,Freestyle,0,61,0.000000
Advent Calendar 2010 City (Day 22) Toy Helicopter,2010,City,0,8,0.000000
Polly Pick-Up,1993,Basic Set,1,39,0.025641
Forklift,1998,Construction,0,67,0.000000
Town Figures,1983,Supplemental,0,16,0.000000
Cyber Strikers,1998,Competition,0,74,0.000000
Advent Calendar 2007 Belville (Day 13) Fruit Cup and Bottles,2007,Belville,0,11,0.000000
Toa Iruini,2005,Toa Hagah,0,32,0.000000
Bandit's Wheelgun,1997,Cowboys,0,18,0.000000
Biff Starling Mars Rover Mission Astrobot Male,2002,Space,0,6,0.000000
LEGO Inside Tour (LIT) Exclusive 2012 Edition - Piper Airplane,2012,Other,1,197,0.005076
Passenger Plane - Iberia Version,2004,Airport,0,75,0.000000
Ice Cream with Scooter,1980,Fabuland,2,18,0.111111
Tipper Trucks and Loader,1973,Construction,0,30,0.000000
Gail the Construction Worker,2014,The LEGO Movie Series,3,6,0.500000
Transport Truck,1967,Cargo,1,32,0.031250
Advent Calendar 2014 Star Wars (Day 12) - Luke's Landspeeder,2014,Star Wars,0,13,0.000000
Guarded Inn,2001,Castle,0,105,0.000000
Maersk Line Container Ship 2006 Edition,2006,Sculptures,0,161,0.000000
Azari’s Magic Fire,2015,Elves,0,23,0.000000
Stone Tower Bridge,1998,Ninja,0,120,0.000000
"Bogieplates, Black",1992,Train,0,1,0.000000
